strain;date;country;clade
hCoV-19/Nigeria/NCDC-08/2020;21/08/2020;Nigeria;20B
hCoV-19/Nigeria/NCDC-9d/2020;28/11/2020;Nigeria;20B
hCoV-19/Nigeria/NCDC-NR01/2021;29/06/2021;Nigeria;21J (Delta)
hCoV-19/Nigeria/NCDC-NR119/2021;19/07/2021;Nigeria;21J (Delta)
hCoV-19/Nigeria/NCDC-NR13/2021;29/06/2021;Nigeria;21J (Delta)
hCoV-19/Nigeria/NCDC-NR177/2021;17/07/2021;Nigeria;21J (Delta)
hCoV-19/Nigeria/NCDC-NR305/2021;21/08/2021;Nigeria;21J (Delta)
hCoV-19/Nigeria/NCDC-NR370/2021;08/09/2021;Nigeria;21J (Delta)
hCoV-19/Nigeria/NCDC-NR375/2021;08/09/2021;Nigeria;20A
hCoV-19/Nigeria/NCDC-NR530/2021;30/08/2021;Nigeria;21J (Delta)
hCoV-19/Nigeria/NCDC-NR548/2021;13/09/2021;Nigeria;21J (Delta)
hCoV-19/Nigeria/NCDC-NR550/2021;13/09/2021;Nigeria;21J (Delta)
hCoV-19/Nigeria/NCDC-NR552/2021;15/09/2021;Nigeria;21J (Delta)
hCoV-19/Nigeria/NCDC-NR76/2021;17/07/2021;Nigeria;21J (Delta)
hCoV-19/Nigeria/NI-CV235/2020;31/05/2020;Nigeria;20A
hCoV-19/Nigeria/NI-CV244/2020;02/07/2020;Nigeria;20A
hCoV-19/Nigeria/ON969-CV145/2020;17/06/2020;Nigeria;20B
hCoV-19/Nigeria/OS294-CV42/2020;23/04/2020;Nigeria;20A
hCoV-19/Nigeria/OS524-CV45/2020;11/05/2020;Nigeria;20A
hCoV-19/Nigeria/OS589-CV46/2020;29/05/2020;Nigeria;20A
hCoV-19/Nigeria/OS-CV290/2020;03/07/2020;Nigeria;20A
hCoV-19/Nigeria/OS-CV302/2020;03/09/2020;Nigeria;20C
hCoV-19/Nigeria/OY045A-CV35/2020;02/04/2020;Nigeria;19A
hCoV-19/Nigeria/OY260-CV55/2020;16/05/2020;Nigeria;20C
hCoV-19/Nigeria/OY627-CV184/2020;13/06/2020;Nigeria;20B
hCoV-19/Nigeria/OY636-CV192/2020;17/06/2020;Nigeria;20B
hCoV-19/Nigeria/S07/2020;02/05/2020;Nigeria;20B
hCoV-19/Nigeria/S10/2020;01/07/2020;Nigeria;20B
hCoV-19/Nigeria/S22/2020;12/10/2020;Nigeria;20B
hCoV-19/Nigeria/S38/2020;12/10/2020;Nigeria;20A
hCoV-19/NorthernMarianaIslands/CDC-2-3830942/2020;11/07/2020;Northern Mariana Islands;20A
hCoV-19/NorthernMarianaIslands/MP-CDC-2-3831109-/2020;17/10/2020;Northern Mariana Islands;20B
hCoV-19/NorthMacedonia/375/2020;10/03/2020;North Macedonia;20B
hCoV-19/Norway/09256/2021;05/04/2021;Norway;20I (Alpha, V1)
hCoV-19/Norway/1493/2020;29/02/2020;Norway;19A
hCoV-19/Norway/2383/2020;01/04/2020;Norway;20C
hCoV-19/Norway/4119/2020;08/10/2020;Norway;20C
hCoV-19/Norway/CS-11/2020;10/04/2020;Norway;20C
hCoV-19/Norway/OUS-13647/2021;02/09/2021;Norway;21I (Delta)
hCoV-19/Oman/14235/2020;10/04/2020;Oman;20A
hCoV-19/Oman/rega-OM-225/2021;06/07/2021;Oman;20I (Alpha, V1)
hCoV-19/Oman/rega-OM-47/2021;04/07/2021;Oman;20I (Alpha, V1)
hCoV-19/Oman/rega-OM-86/2021;05/09/2021;Oman;21A (Delta)
hCoV-19/Oman/RESP-20-3700/2020;20/03/2020;Oman;19A
hCoV-19/Oman/RESP-20-4943/2020;23/03/2020;Oman;20A
hCoV-19/Pakistan/IDRL-AKU-KHI-153020-S10/2021;30/06/2021;Pakistan;21I (Delta)
hCoV-19/Pakistan/JRCGR-KHI17/2020;02/07/2020;Pakistan;20A
hCoV-19/Pakistan/NIH-47/2020;10/10/2020;Pakistan;20A
hCoV-19/Pakistan/NIH-688675X/2021;09/02/2021;Pakistan;20I (Alpha, V1)
hCoV-19/Pakistan/NIH-B18-S18/2021;27/06/2021;Pakistan;21A (Delta)
hCoV-19/Pakistan/UHS2-Pak-111/2021;01/07/2021;Pakistan;20I (Alpha, V1)
hCoV-19/Pakistan/UHS2-Pak-116/2021;01/06/2021;Pakistan;20H (Beta, V2)
hCoV-19/Palestine/35/2020;04/03/2020;Palestine;20C
hCoV-19/Palestine/AAS33/2020;30/11/2020;Palestine;20C
hCoV-19/Palestine/AAS46/2021;05/01/2021;Palestine;20B
hCoV-19/Panama/GMI-PA427028/2020;21/07/2020;Panama;20A
hCoV-19/PapuaNewGuinea/13/2020;06/10/2020;Papua New Guinea;19A
hCoV-19/PapuaNewGuinea/46/2020;25/12/2020;Papua New Guinea;19A
hCoV-19/PapuaNewGuinea/8/2020;01/09/2020;Papua New Guinea;19A
hCoV-19/PapuaNewGuinea/PNG086/2021;27/01/2021;Papua New Guinea;20A
hCoV-19/PapuaNewGuinea/PNG2620/2021;11/04/2021;Papua New Guinea;20A
hCoV-19/PapuaNewGuinea/PNG3636/2021;24/08/2021;Papua New Guinea;21I (Delta)
hCoV-19/PapuaNewGuinea/PNG3761/2021;20/07/2021;Papua New Guinea;20A
hCoV-19/PapuaNewGuinea/PNG3766/2021;22/07/2021;Papua New Guinea;20A
hCoV-19/PapuaNewGuinea/QLD-PNG-31/2021;01/04/2021;Papua New Guinea;20A
hCoV-19/Paraguay/33612-R2/2020;13/11/2020;Paraguay;20B
hCoV-19/Paraguay/33627/2020;08/10/2020;Paraguay;20B
hCoV-19/Paraguay/iics_9950/2021;03/03/2021;Paraguay;20B
hCoV-19/Paraguay/lcsp_184962/2021;06/07/2021;Paraguay;21J (Delta)
hCoV-19/Peru/ANC-INS-2033/2021;25/03/2021;Peru;21G (Lambda)
hCoV-19/Peru/ARE-INS-3212/2021;22/06/2021;Peru;21G (Lambda)
hCoV-19/Peru/ARE-INS-4088/2021;03/07/2021;Peru;21G (Lambda)
hCoV-19/Peru/AYA-INS-3354/2021;21/06/2021;Peru;21G (Lambda)
hCoV-19/Peru/CAJ-INS-6852/2021;10/09/2021;Peru;21G (Lambda)
hCoV-19/Peru/CUS-INS-5593/2021;26/08/2021;Peru;21G (Lambda)
hCoV-19/Peru/CUS-INS-6141/2021;04/09/2021;Peru;21J (Delta)
hCoV-19/Peru/LIM-INS-1388/2021;05/05/2021;Peru;21G (Lambda)
hCoV-19/Peru/LIM-INS-3097/2021;22/06/2021;Peru;21G (Lambda)
hCoV-19/Peru/LIM-INS-3098/2021;22/06/2021;Peru;21G (Lambda)
hCoV-19/Peru/LIM-INS-315/2020;01/04/2020;Peru;20B
hCoV-19/Peru/LIM-INS-824/2020;20/11/2020;Peru;20B
hCoV-19/Peru/LIM-UPCH-0059/2020;17/06/2020;Peru;20B
hCoV-19/Peru/LOR-INS-591/2020;29/12/2020;Peru;20J (Gamma, V3)
hCoV-19/Philippines/PH-PGC-53848/2021;28/05/2021;Philippines;20H (Beta, V2)
hCoV-19/Philippines/PH-RITM-0019/2020;25/06/2020;Philippines;20B
hCoV-19/Poland/21088544/2021;18/08/2021;Poland;21J (Delta)
hCoV-19/Poland/PL_MCB_23/2020;28/03/2020;Poland;20A
hCoV-19/Poland/PL_MCB_9/2020;07/04/2020;Poland;19A
hCoV-19/Poland/PL_P3508/2021;28/06/2021;Poland;20I (Alpha, V1)
hCoV-19/Poland/PZH-GUM-1854/2021;30/06/2021;Poland;20I (Alpha, V1)
hCoV-19/Poland/PZH-UMB-2364/2021;06/10/2021;Poland;21J (Delta)
hCoV-19/Poland/WGS-CoV_PZH-LUM-0850/2021;05/05/2021;Poland;20I (Alpha, V1)
hCoV-19/Portugal/IGC3659/2020;26/05/2020;Portugal;20A
hCoV-19/Portugal/PT11930/2021;13/07/2021;Portugal;20I (Alpha, V1)
hCoV-19/Portugal/PT1308/2020;17/03/2020;Portugal;20B
hCoV-19/Qatar/QA-QU_12-8-A9/2020;15/08/2020;Qatar;20C
hCoV-19/Qatar/QA-QU_16-A7/2021;12/01/2021;Qatar;20C
hCoV-19/Qatar/QA-QU_16-F12/2021;11/01/2021;Qatar;20H (Beta, V2)
hCoV-19/Qatar/QA-QU_18-10-C6/2021;25/03/2021;Qatar;20H (Beta, V2)
hCoV-19/Qatar/QA-QU_18-6-F8/2021;09/03/2021;Qatar;20H (Beta, V2)
hCoV-19/Qatar/QA-QU_18-9-D6/2021;20/03/2021;Qatar;20H (Beta, V2)
hCoV-19/Qatar/QA-WCMQ_FD15540726/2020;22/04/2020;Qatar;20C
hCoV-19/Qatar/QA-WCMQ_FD18163107/2020;14/08/2020;Qatar;20C
hCoV-19/Qatar/QA-WCMQ_FD18190049/2020;08/07/2020;Qatar;20C
hCoV-19/Qatar/QA-WCMQ_FD18193906/2020;27/05/2020;Qatar;20C
hCoV-19/Reunion/HCL021117284301/2021;22/06/2021;Reunion;20H (Beta, V2)
hCoV-19/Romania/Arges_462379/2021;30/06/2021;Romania;21A (Delta)
hCoV-19/Romania/Bucuresti-4105/2020;21/03/2020;Romania;20B
hCoV-19/Romania/RO_IOCN19/2020;17/07/2020;Romania;20A
hCoV-19/Romania/USAFSAM-S564/2020;28/11/2020;Romania;20A
hCoV-19/Russia/AMU-RII-MH18261S/2021;18/03/2021;Russia;20B
hCoV-19/Russia/ORE-RII-MH36150S/2021;11/10/2021;Russia;21J (Delta)
hCoV-19/Russia/SPE-RII-MH14702S/2021;16/02/2021;Russia;20B
hCoV-19/Russia/SPE-RII-MH18714S/2021;20/05/2021;Russia;21J (Delta)
hCoV-19/Russia/YAR-CRIE-L219A0013u/2021;26/06/2021;Russia;21J (Delta)
hCoV-19/Rwanda/AF37991-RD/2020;19/10/2020;Rwanda;20A
hCoV-19/Rwanda/AY24894RD/2021;01/01/2021;Rwanda;20A
hCoV-19/Rwanda/AY29099RD/2021;01/01/2021;Rwanda;20A
hCoV-19/Rwanda/CV2182/2021;21/05/2021;Rwanda;20I (Alpha, V1)
hCoV-19/Rwanda/CV2198/2021;20/06/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/CV2199/2021;24/02/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/CV2200/2021;29/01/2021;Rwanda;21I (Delta)
hCoV-19/Rwanda/CV2202/2021;17/06/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/CV2204/2021;23/06/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/CV2211/2021;22/06/2021;Rwanda;21I (Delta)
hCoV-19/Rwanda/CV2216/2021;13/05/2021;Rwanda;21I (Delta)
hCoV-19/Rwanda/CV2218/2021;17/06/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/CV2219/2021;29/07/2021;Rwanda;21J (Delta)
hCoV-19/Rwanda/CV2221/2021;23/06/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/CV2233/2021;06/07/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/CV2234/2021;06/07/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/CV2236/2021;06/07/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/CV2239/2021;07/07/2021;Rwanda;21I (Delta)
hCoV-19/Rwanda/CV2242/2021;06/07/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/CV2243/2021;06/07/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/CV2246/2021;06/07/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/CV2249/2021;30/06/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/CV2251/2021;05/07/2021;Rwanda;20H (Beta, V2)
hCoV-19/Rwanda/CV2252/2021;07/07/2021;Rwanda;21J (Delta)
hCoV-19/Rwanda/CV2254/2021;29/07/2021;Rwanda;21J (Delta)
hCoV-19/Rwanda/CV2255/2021;30/07/2021;Rwanda;21I (Delta)
hCoV-19/Rwanda/CV2256/2021;30/07/2021;Rwanda;21I (Delta)
hCoV-19/Rwanda/CV2257/2021;29/07/2021;Rwanda;21J (Delta)
hCoV-19/Rwanda/CV2261/2021;30/07/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/CV2266/2021;28/07/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/CV2268/2021;17/07/2021;Rwanda;21I (Delta)
hCoV-19/Rwanda/CV2271/2021;21/06/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/CV2274/2021;22/06/2021;Rwanda;21J (Delta)
hCoV-19/Rwanda/NRL/DB41668-09/2021;27/08/2021;Rwanda;21J (Delta)
hCoV-19/Rwanda/NRL/DD46541-09/2021;31/08/2021;Rwanda;21J (Delta)
hCoV-19/Rwanda/NRL/DD73004-09/2021;01/09/2021;Rwanda;21I (Delta)
hCoV-19/Rwanda/NRLNAT2054/2020;27/05/2020;Rwanda;20A
hCoV-19/Rwanda/NRLNAT2055/2020;24/07/2020;Rwanda;20A
hCoV-19/Rwanda/NRLNAT4041/2021;03/04/2021;Rwanda;20A
hCoV-19/Rwanda/NRLNAT4056/2021;02/05/2021;Rwanda;20B
hCoV-19/Rwanda/NRLNAT4095/2021;24/06/2021;Rwanda;21I (Delta)
hCoV-19/Rwanda/NRLNAT4108/2021;22/06/2021;Rwanda;21I (Delta)
hCoV-19/Rwanda/NRLNAT4113/2021;13/04/2021;Rwanda;20H (Beta, V2)
hCoV-19/Rwanda/NRLNAT4119/2021;22/06/2021;Rwanda;20H (Beta, V2)
hCoV-19/Rwanda/NRLNAT4122/2021;23/06/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/NRLNAT4125/2021;22/06/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/NRLNAT4126/2021;23/06/2021;Rwanda;21J (Delta)
hCoV-19/Rwanda/NRLNAT4129/2021;23/06/2021;Rwanda;21J (Delta)
hCoV-19/Rwanda/NRLNAT4143/2021;25/06/2021;Rwanda;20H (Beta, V2)
hCoV-19/Rwanda/NRLNAT4149/2021;25/06/2021;Rwanda;20H (Beta, V2)
hCoV-19/Rwanda/NRLNAT4155/2021;07/07/2021;Rwanda;21I (Delta)
hCoV-19/Rwanda/NRLNAT4162/2021;28/06/2021;Rwanda;21I (Delta)
hCoV-19/Rwanda/NRLNAT4179/2021;24/06/2021;Rwanda;21I (Delta)
hCoV-19/Rwanda/NRLNAT4180/2021;24/06/2021;Rwanda;21I (Delta)
hCoV-19/Rwanda/NRLNAT4182/2021;26/06/2021;Rwanda;21J (Delta)
hCoV-19/Rwanda/NRLNAT4197/2021;27/06/2021;Rwanda;21J (Delta)
hCoV-19/Rwanda/NRLNAT4203/2021;28/06/2021;Rwanda;20I (Alpha, V1)
hCoV-19/Rwanda/NRLNAT4210/2021;26/07/2021;Rwanda;21I (Delta)
hCoV-19/Rwanda/NRLNAT4212/2021;30/07/2021;Rwanda;21J (Delta)
hCoV-19/Rwanda/NRLNAT4215/2021;01/08/2021;Rwanda;21J (Delta)
hCoV-19/Rwanda/NRLNAT4220/2021;02/08/2021;Rwanda;21I (Delta)
hCoV-19/Rwanda/NRLNAT4221/2021;03/08/2021;Rwanda;21A (Delta)
hCoV-19/Rwanda/NRLNAT4224/2021;07/08/2021;Rwanda;21I (Delta)
hCoV-19/Rwanda/NRLNAT4248/2021;28/07/2021;Rwanda;20I (Alpha, V1)
hCoV-19/Rwanda/NRLNAT4250/2021;29/07/2021;Rwanda;21J (Delta)
hCoV-19/Rwanda/NRLNAT4262/2021;25/08/2021;Rwanda;21I (Delta)
hCoV-19/Rwanda/NRLNAT4267/2021;30/07/2021;Rwanda;21J (Delta)
hCoV-19/SaintBarthelemy/IPG-7329/2020;13/03/2020;Saint Barthelemy;20A
hCoV-19/SaintBarthelemy/IPG-7358/2020;28/02/2020;Saint Barthelemy;20C
hCoV-19/SaudiArabia/KAIMRC-S447/2021;09/02/2021;Saudi Arabia;20B
hCoV-19/SaudiArabia/KAIMRC-S542/2021;31/01/2021;Saudi Arabia;20B
hCoV-19/SaudiArabia/KAUST-MADINAH1044/2020;13/06/2020;Saudi Arabia;20A
hCoV-19/SaudiArabia/KAUST-MAKKAH309/2020;21/04/2020;Saudi Arabia;20A
hCoV-19/Senegal/55499/2020;07/06/2020;Senegal;20A
hCoV-19/Senegal/65526/2020;14/06/2020;Senegal;20A
hCoV-19/Senegal/GUEREO286/2020;25/06/2020;Senegal;20A
hCoV-19/Senegal/SC20-1742/2021;11/08/2021;Senegal;21J (Delta)
hCoV-19/Senegal/SC20-1879/2021;17/08/2021;Senegal;21J (Delta)
hCoV-19/Senegal/SC20-8253/2020;24/08/2020;Senegal;20A
hCoV-19/Senegal/SN-DKR-DIAM-002646/2021;06/08/2021;Senegal;20C
hCoV-19/Senegal/SN-IR2-009130/2020;31/12/2020;Senegal;20B
hCoV-19/Senegal/SN-IR6-002375/2021;02/01/2021;Senegal;20B
hCoV-19/Senegal/SN-IRVAC-166/2021;01/09/2021;Senegal;21J (Delta)
hCoV-19/Senegal/SN-MBO-21-1831/2021;01/09/2021;Senegal;20B
hCoV-19/Senegal/SN-TH-TIV-0555/2020;18/06/2020;Senegal;20A
hCoV-19/Serbia/Belgrade-6014890803/2021;08/03/2021;Serbia;20A
hCoV-19/Serbia/Cacak-3444740207/2021;02/07/2021;Serbia;20I (Alpha, V1)
hCoV-19/Serbia/Vrsac-101760605/2020;05/05/2020;Serbia;20B
hCoV-19/Seychelles/G28007/2021;03/01/2021;Seychelles;20B
hCoV-19/Seychelles/G38725/2021;05/02/2021;Seychelles;20H (Beta, V2)
hCoV-19/Seychelles/G40372/2021;10/02/2021;Seychelles;20H (Beta, V2)
hCoV-19/Seychelles/SS2556/2021;22/06/2021;Seychelles;21I (Delta)
hCoV-19/Seychelles/SS2564/2021;23/06/2021;Seychelles;21J (Delta)
hCoV-19/Seychelles/SS2565/2021;25/06/2021;Seychelles;21J (Delta)
hCoV-19/Seychelles/SS2579/2021;01/07/2021;Seychelles;21J (Delta)
hCoV-19/Seychelles/SS2583/2021;01/07/2021;Seychelles;21J (Delta)
hCoV-19/Seychelles/SS2594/2021;15/07/2021;Seychelles;21J (Delta)
hCoV-19/Seychelles/SS2598/2021;18/07/2021;Seychelles;21J (Delta)
hCoV-19/Seychelles/SS2633/2021;17/08/2021;Seychelles;21J (Delta)
hCoV-19/Seychelles/SS2636/2021;18/08/2021;Seychelles;21I (Delta)
hCoV-19/Seychelles/SS2652/2021;19/08/2021;Seychelles;21J (Delta)
hCoV-19/Seychelles/SS2664/2021;20/08/2021;Seychelles;21J (Delta)
hCoV-19/Seychelles/SS2687/2021;23/08/2021;Seychelles;21J (Delta)
hCoV-19/Seychelles/SS2693/2021;24/08/2021;Seychelles;21J (Delta)
hCoV-19/Seychelles/SS2702/2021;26/08/2021;Seychelles;21J (Delta)
hCoV-19/Seychelles/SS982/2021;24/05/2021;Seychelles;21J (Delta)
hCoV-19/SierraLeone/CPHRL-003/2021;07/07/2021;Sierra Leone;21I (Delta)
hCoV-19/SierraLeone/CPHRL-004/2021;12/07/2021;Sierra Leone;21A (Delta)
hCoV-19/SierraLeone/CPHRL-018/2021;04/07/2021;Sierra Leone;21A (Delta)
hCoV-19/SierraLeone/CPHRL-107/2021;06/07/2021;Sierra Leone;21I (Delta)
hCoV-19/SierraLeone/CPHRL-109/2021;06/07/2021;Sierra Leone;21A (Delta)
hCoV-19/SierraLeone/CPHRL-113/2021;11/07/2021;Sierra Leone;21A (Delta)
hCoV-19/SierraLeone/CPHRL-114/2021;30/06/2021;Sierra Leone;21A (Delta)
hCoV-19/SierraLeone/CPHRL-125/2021;21/07/2021;Sierra Leone;21A (Delta)
hCoV-19/SierraLeone/CPHRL-22/2021;08/09/2021;Sierra Leone;21I (Delta)
hCoV-19/SierraLeone/KGH-G-8548/2020;30/03/2020;Sierra Leone;20C
hCoV-19/SierraLeone/KGH-G-8604/2020;03/04/2020;Sierra Leone;19A
hCoV-19/Singapore/108/2021;21/01/2021;Singapore;20A
hCoV-19/Singapore/1728/2021;25/06/2021;Singapore;21J (Delta)
hCoV-19/Singapore/1730/2021;26/06/2021;Singapore;21J (Delta)
hCoV-19/Singapore/4491/2021;29/08/2021;Singapore;21J (Delta)
hCoV-19/Singapore/6816/2021;12/10/2021;Singapore;21J (Delta)
hCoV-19/Singapore/808/2021;01/05/2021;Singapore;21A (Delta)
hCoV-19/Singapore/819/2020;11/08/2020;Singapore;19A
hCoV-19/Singapore/955/2020;07/04/2020;Singapore;19A
hCoV-19/SintMaarten/SX-RIVM-41563/2021;24/06/2021;Sint Maarten;20I (Alpha, V1)
hCoV-19/Slovakia/15687-VHU5282/2020;11/08/2020;Slovakia;20A
hCoV-19/Slovakia/60023-VHU1453_2020/2020;27/04/2020;Slovakia;19A
hCoV-19/Slovakia/UVZ_PL30_A11_15634/2021;03/08/2021;Slovakia;21I (Delta)
hCoV-19/Slovakia/UVZ_PL46_D11_19351/2021;09/10/2021;Slovakia;21J (Delta)
hCoV-19/Slovenia/2769/2020;31/03/2020;Slovenia;20A
hCoV-19/Slovenia/286764/2020;22/12/2020;Slovenia;20A
hCoV-19/Slovenia/59278/2020;21/07/2020;Slovenia;20B
hCoV-19/Somalia/CV1161/2020;08/07/2020;Somalia;20C
hCoV-19/Somalia/CV1189/2020;23/04/2020;Somalia;20C
hCoV-19/Somalia/CV1232/2020;08/06/2020;Somalia;20B
hCoV-19/Somalia/CV1238/2020;12/10/2020;Somalia;20A
hCoV-19/Somalia/NAMRU3-Mog-10/2021;05/03/2021;Somalia;20I (Alpha, V1)
hCoV-19/Somalia/NAMRU3-Mog-24/2021;28/02/2021;Somalia;20I (Alpha, V1)
hCoV-19/SouthAfrica/CERI-KRISP-K020131/2021;23/06/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/CERI-KRISP-K025507/2021;26/09/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/KRISP-K001389/2020;09/07/2020;South Africa;20B
hCoV-19/SouthAfrica/KRISP-K002806/2020;25/08/2020;South Africa;20B
hCoV-19/SouthAfrica/KRISP-K006848/2020;24/11/2020;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/KRISP-K007746/2020;14/12/2020;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/KRISP-K010975/2021;02/03/2021;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/KRISP-K016880/2021;12/04/2021;South Africa;20C
hCoV-19/SouthAfrica/KRISP-K019210/2021;22/06/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/KRISP-K019219/2021;22/06/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/KRISP-K019257/2021;24/06/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/KRISP-K019270/2021;25/06/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/KRISP-K019675/2021;30/06/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/KRISP-K019851/2021;28/06/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/KRISP-K019874/2021;30/06/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/KRISP-K021910/2021;04/08/2021;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/KRISP-K021976/2021;27/07/2021;South Africa;21A (Delta)
hCoV-19/SouthAfrica/KRISP-UFS-K022066/2021;02/07/2021;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/KRISP-UFS-K022075/2021;19/07/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/KRISP-UFS-K022107/2021;29/06/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/KRISP-UFS-K022120/2021;28/06/2021;South Africa;20I (Alpha, V1)
hCoV-19/SouthAfrica/KRISP-UFS-K022125/2021;28/06/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/KRISP-UFS-K022192/2021;02/07/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/KRISP-UFSK022426/2021;29/06/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/N00142/2020;20/05/2020;South Africa;20B
hCoV-19/SouthAfrica/N00165/2020;11/04/2020;South Africa;20B
hCoV-19/SouthAfrica/NHLS-UCT-GS-0016/2020;11/08/2020;South Africa;20B
hCoV-19/SouthAfrica/NHLS-UCT-GS-0571/2020;21/07/2020;South Africa;20A
hCoV-19/SouthAfrica/NHLS-UCT-GS-0869/2020;24/07/2020;South Africa;20B
hCoV-19/SouthAfrica/NHLS-UCT-GS-1028/2020;27/10/2020;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/NHLS-UCT-GS-2336/2020;05/06/2020;South Africa;20B
hCoV-19/SouthAfrica/NHLS-UCT-GS-H892/2021;31/08/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/NICD-N00197/2020;16/04/2020;South Africa;20A
hCoV-19/SouthAfrica/NICD-N00218/2020;30/03/2020;South Africa;20A
hCoV-19/SouthAfrica/NICD-N00267/2020;28/08/2020;South Africa;20A
hCoV-19/SouthAfrica/NICD-N00434/2020;27/10/2020;South Africa;20B
hCoV-19/SouthAfrica/NICD-N00459a/2020;29/10/2020;South Africa;20A
hCoV-19/SouthAfrica/NICD-N00524/2020;18/12/2020;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/NICD-N01119/2020;01/12/2020;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/NICD-N10215/2021;27/06/2021;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/NICD-N10222/2021;27/06/2021;South Africa;20B
hCoV-19/SouthAfrica/NICD-N10283/2021;27/06/2021;South Africa;21A (Delta)
hCoV-19/SouthAfrica/NICD-N10287/2021;27/06/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/NICD-N10337/2021;26/06/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/NICD-N10341/2021;26/06/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/NICD-N10382/2021;24/06/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/NICD-N10653/2021;30/06/2021;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/NICD-N10697/2021;30/06/2021;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/NICD-N10702/2021;30/06/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/NICD-N10708/2021;30/06/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/NICD-N10770/2021;23/06/2021;South Africa;20B
hCoV-19/SouthAfrica/NICD-N10773/2021;24/06/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/NICD-N10898/2021;28/06/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/NICD-N12047/2021;30/06/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/NICD-N12720/2021;09/07/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/NICD-N12964/2021;27/06/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/NICD-N13530/2021;24/07/2021;South Africa;21A (Delta)
hCoV-19/SouthAfrica/NICD-N14307/2021;27/07/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/NICD-N14320/2021;27/07/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/NICD-N14996/2021;19/07/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/NICD-N15633/2021;24/08/2021;South Africa;21A (Delta)
hCoV-19/SouthAfrica/NICD-N15760/2021;13/08/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/NICD-N15776/2021;17/08/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/NICD-N16372/2021;30/08/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/NICD-N16593/2021;02/09/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/NICD-N17250/2021;14/09/2021;South Africa;21I (Delta)
